"","code_spp","CanPil_ActDens_est","CanPil_ActDens_SE","Q5","Q95","Q10","Q90","Q20","Q80"
"1","bison",39.9942771912893,17.625680831073,10.4699696467329,67.0461397425402,17.718605988235,61.0712809483756,25.8157967467296,54.4294586982684
"2","cattle",75.7334803803087,25.8757101335075,33.4874365967912,116.953827182787,43.398907987704,106.203322676513,55.9878473933289,95.6571653156319
"3","trtpd",9.35648883074265,5.04444725510534,1.06790699748936,17.5957590523732,3.33877350755681,15.6273025669517,5.45717603219047,13.2471059518905
"4","ungrazed",23.3958145273291,10.1657664422595,6.67614324849976,40.4242252994588,11.1489525249819,35.8734448542797,15.6575114982818,31.221135723908
"5","untrtpd",61.9014000604193,34.7780449958146,4.39230876549532,118.578530561361,20.8721726949757,103.085610920774,36.7832865726326,87.5582143755375
