"","code_spp","OntNuc_ActDens_est","OntNuc_ActDens_SE","Q5","Q95","Q10","Q90","Q20","Q80"
"1","bison",12.5452433821971,2.74178720658039,8.00099206814646,16.8192547953971,9.15150574030946,15.7696876475147,10.5149016750493,14.6901808429804
"2","cattle",14.7252093881012,5.98877607036795,5.03602090672043,24.1602410426367,7.33442146001919,21.9970332863869,9.91172210803888,19.6339972773233
"3","trtpd",7.21312627615981,2.62818336821101,2.75350529291748,11.4165203758473,3.90125709792545,10.3875030750156,5.14148720485353,9.29755620905133
"4","ungrazed",7.97599145638968,2.17267975029645,4.4158035958415,11.4063276651027,5.19883532844966,10.5489283583789,6.30019608113556,9.67197049825591
"5","untrtpd",31.2735977911331,8.11405811560157,18.0123144777268,44.0412573939143,21.5240012203116,41.1538304832002,25.5150021482396,37.5063356299685
